pickup_nta,pickup_day,pickup_hour,nta_trips,nta_mean_duration,nta_na
Central Harlem North-Polo Grounds,6,7,17,539.7647058823529,0
Central Harlem North-Polo Grounds,6,8,16,393.8125,0
Central Harlem North-Polo Grounds,6,9,20,454.95,0
Central Harlem North-Polo Grounds,6,10,24,708.9583333333334,0
Central Harlem North-Polo Grounds,6,11,19,522.5263157894736,0
Central Harlem North-Polo Grounds,6,12,13,537.8461538461538,0
Central Harlem North-Polo Grounds,6,13,16,692.5625,0
Central Harlem North-Polo Grounds,6,14,10,974.8,0
Central Harlem North-Polo Grounds,6,15,11,525.5454545454545,0
Central Harlem North-Polo Grounds,6,16,19,696.578947368421,0
Central Harlem North-Polo Grounds,6,17,19,614.2631578947369,0
Central Harlem North-Polo Grounds,6,18,12,616.0833333333334,0
Central Harlem North-Polo Grounds,6,19,11,723.7272727272727,0
Central Harlem North-Polo Grounds,6,20,17,466.6470588235294,0
Central Harlem North-Polo Grounds,6,21,18,641.0,0
Central Harlem North-Polo Grounds,6,22,13,538.0769230769231,0
Central Harlem North-Polo Grounds,6,23,13,414.53846153846155,0
Central Harlem South,0,0,19,847.2105263157895,0
Central Harlem South,0,1,15,559.2,0
Central Harlem South,0,2,7,722.8571428571429,0
Central Harlem South,0,3,5,789.0,0
Central Harlem South,0,4,0,0.0,1
Central Harlem South,0,5,9,823.0,0
Central Harlem South,0,6,30,708.9333333333333,0
Central Harlem South,0,7,61,840.5409836065573,0
Central Harlem South,0,8,39,866.7692307692307,0
Central Harlem South,0,9,20,743.0,0
Central Harlem South,0,10,16,903.875,0
Central Harlem South,0,11,19,798.0,0
Central Harlem South,0,12,18,571.2222222222222,0
Central Harlem South,0,13,25,732.2,0
Central Harlem South,0,14,19,858.0,0
Central Harlem South,0,15,19,587.5263157894736,0
Central Harlem South,0,16,27,610.1851851851852,0
Central Harlem South,0,17,20,673.2,0
Central Harlem South,0,18,31,639.8064516129032,0
Central Harlem South,0,19,23,563.1739130434783,0
Central Harlem South,0,20,19,592.3157894736842,0
Central Harlem South,0,21,23,561.5652173913044,0
Central Harlem South,0,22,25,729.12,0
Central Harlem South,0,23,28,458.7142857142857,0
Central Harlem South,1,0,14,395.2857142857143,0
Central Harlem South,1,1,7,383.42857142857144,0
Central Harlem South,1,2,8,594.125,0
Central Harlem South,1,3,0,0.0,1
Central Harlem South,1,4,7,553.8571428571429,0
Central Harlem South,1,5,13,628.0,0
Central Harlem South,1,6,20,657.45,0
Central Harlem South,1,7,66,844.6212121212121,0
Central Harlem South,1,8,36,823.8888888888889,0
Central Harlem South,1,9,31,668.1290322580645,0
Central Harlem South,1,10,22,927.3181818181819,0
Central Harlem South,1,11,14,853.5,0
Central Harlem South,1,12,18,762.3333333333334,0
Central Harlem South,1,13,27,793.1851851851852,0
Central Harlem South,1,14,22,856.9090909090909,0
Central Harlem South,1,15,19,650.4736842105264,0
Central Harlem South,1,16,24,761.625,0
Central Harlem South,1,17,30,528.2,0
Central Harlem South,1,18,35,590.2285714285714,0
Central Harlem South,1,19,35,603.9428571428572,0
Central Harlem South,1,20,33,542.8787878787879,0
Central Harlem South,1,21,25,679.8,0
Central Harlem South,1,22,25,606.0,0
Central Harlem South,1,23,26,720.6538461538462,0
Central Harlem South,2,0,12,616.4166666666666,0
Central Harlem South,2,1,10,520.1,0
Central Harlem South,2,2,9,466.77777777777777,0
Central Harlem South,2,3,11,520.6363636363636,0
Central Harlem South,2,4,10,673.3,0
Central Harlem South,2,5,18,665.0,0
Central Harlem South,2,6,23,732.5217391304348,0
Central Harlem South,2,7,64,820.359375,0
Central Harlem South,2,8,43,870.7441860465116,0
Central Harlem South,2,9,28,848.7142857142857,0
Central Harlem South,2,10,22,757.0,0
Central Harlem South,2,11,20,848.1,0
Central Harlem South,2,12,13,844.9230769230769,0
Central Harlem South,2,13,27,851.1111111111111,0
Central Harlem South,2,14,37,871.1891891891892,0
Central Harlem South,2,15,22,768.2272727272727,0
Central Harlem South,2,16,21,865.0952380952381,0
Central Harlem South,2,17,35,821.7142857142857,0
Central Harlem South,2,18,26,599.6538461538462,0
Central Harlem South,2,19,37,426.2162162162162,0
Central Harlem South,2,20,34,624.1470588235294,0
Central Harlem South,2,21,39,708.3589743589744,0
Central Harlem South,2,22,27,671.3333333333334,0
Central Harlem South,2,23,26,607.0,0
Central Harlem South,3,0,24,564.3333333333334,0
Central Harlem South,3,1,12,368.6666666666667,0
Central Harlem South,3,2,0,0.0,1
Central Harlem South,3,3,5,620.6,0
Central Harlem South,3,4,6,438.0,0
Central Harlem South,3,5,12,989.8333333333334,0
Central Harlem South,3,6,28,707.8928571428571,0
Central Harlem South,3,7,51,818.8823529411765,0
Central Harlem South,3,8,38,932.0263157894736,0
Central Harlem South,3,9,23,951.1304347826087,0
Central Harlem South,3,10,15,774.1333333333333,0
Central Harlem South,3,11,14,831.2857142857143,0
Central Harlem South,3,12,25,695.96,0
Central Harlem South,3,13,24,682.3333333333334,0
Central Harlem South,3,14,22,739.0,0
Central Harlem South,3,15,17,1086.7058823529412,0
Central Harlem South,3,16,17,931.0588235294117,0
Central Harlem South,3,17,27,847.2222222222222,0
Central Harlem South,3,18,39,841.0512820512821,0
Central Harlem South,3,19,31,730.3870967741935,0
Central Harlem South,3,20,29,614.9310344827586,0
Central Harlem South,3,21,25,741.2,0
Central Harlem South,3,22,29,525.5172413793103,0
Central Harlem South,3,23,32,488.40625,0
Central Harlem South,4,0,31,633.2258064516129,0
Central Harlem South,4,1,20,674.1,0
Central Harlem South,4,2,17,706.5294117647059,0
Central Harlem South,4,3,12,467.3333333333333,0
Central Harlem South,4,4,13,556.5384615384615,0
Central Harlem South,4,5,14,610.3571428571429,0
Central Harlem South,4,6,30,604.6,0
Central Harlem South,4,7,63,727.4444444444445,0
Central Harlem South,4,8,45,766.7777777777778,0
Central Harlem South,4,9,25,677.64,0
Central Harlem South,4,10,19,805.0526315789474,0
Central Harlem South,4,11,18,767.7777777777778,0
Central Harlem South,4,12,23,806.9130434782609,0
Central Harlem South,4,13,42,766.1666666666666,0
Central Harlem South,4,14,32,885.53125,0
Central Harlem South,4,15,21,794.8095238095239,0
Central Harlem South,4,16,19,548.7894736842105,0
Central Harlem South,4,17,33,883.3030303030303,0
Central Harlem South,4,18,46,652.8478260869565,0
Central Harlem South,4,19,36,693.7222222222222,0
Central Harlem South,4,20,42,681.1666666666666,0
Central Harlem South,4,21,47,615.2340425531914,0
Central Harlem South,4,22,36,635.8888888888889,0
Central Harlem South,4,23,44,748.5909090909091,0
Central Harlem South,5,0,40,697.375,0
Central Harlem South,5,1,32,577.1875,0
Central Harlem South,5,2,17,680.0,0
Central Harlem South,5,3,13,594.4615384615385,0
Central Harlem South,5,4,25,855.44,0
Central Harlem South,5,5,10,663.6,0
Central Harlem South,5,6,18,681.1111111111111,0
Central Harlem South,5,7,34,689.3823529411765,0
Central Harlem South,5,8,31,616.3870967741935,0
Central Harlem South,5,9,45,660.8444444444444,0
Central Harlem South,5,10,46,635.6521739130435,0
Central Harlem South,5,11,38,630.6842105263158,0
Central Harlem South,5,12,31,784.1290322580645,0
Central Harlem South,5,13,52,724.3846153846154,0
Central Harlem South,5,14,38,624.9473684210526,0
Central Harlem South,5,15,40,876.75,0
Central Harlem South,5,16,27,701.4814814814815,0
Central Harlem South,5,17,40,697.5,0
Central Harlem South,5,18,46,894.8478260869565,0
Central Harlem South,5,19,45,784.4444444444445,0
Central Harlem South,5,20,40,780.15,0
Central Harlem South,5,21,27,747.5185185185185,0
Central Harlem South,5,22,41,678.780487804878,0
Central Harlem South,5,23,53,803.0,0
Central Harlem South,6,0,51,739.2745098039215,0
Central Harlem South,6,1,28,604.9285714285714,0
Central Harlem South,6,2,23,753.9565217391304,0
Central Harlem South,6,3,21,581.5238095238095,0
Central Harlem South,6,4,20,502.3,0
Central Harlem South,6,5,11,611.7272727272727,0
Central Harlem South,6,6,16,648.1875,0
Central Harlem South,6,7,17,751.1176470588235,0
Central Harlem South,6,8,26,599.4615384615385,0
Central Harlem South,6,9,39,478.5128205128205,0
Central Harlem South,6,10,48,589.7291666666666,0
Central Harlem South,6,11,51,681.2745098039215,0
Central Harlem South,6,12,37,713.9459459459459,0
Central Harlem South,6,13,53,752.9811320754717,0
Central Harlem South,6,14,53,892.5849056603773,0
Central Harlem South,6,15,28,824.4285714285714,0
Central Harlem South,6,16,42,731.3809523809524,0
Central Harlem South,6,17,42,628.6666666666666,0
Central Harlem South,6,18,40,688.725,0
Central Harlem South,6,19,26,496.34615384615387,0
Central Harlem South,6,20,29,746.2758620689655,0
Central Harlem South,6,21,34,684.8235294117648,0
Central Harlem South,6,22,33,639.4848484848485,0
Central Harlem South,6,23,32,612.875,0
Chinatown,0,0,136,760.1544117647059,0
Chinatown,0,1,106,716.3207547169811,0
Chinatown,0,2,67,675.0298507462686,0
Chinatown,0,3,61,642.9508196721312,0
Chinatown,0,4,38,666.2631578947369,0
Chinatown,0,5,25,811.68,0
Chinatown,0,6,40,870.425,0
Chinatown,0,7,56,823.8928571428571,0
Chinatown,0,8,60,959.2666666666667,0
Chinatown,0,9,89,911.7752808988764,0
Chinatown,0,10,58,826.4827586206897,0
Chinatown,0,11,62,923.741935483871,0
Chinatown,0,12,66,855.3636363636364,0
Chinatown,0,13,60,884.4,0
Chinatown,0,14,92,1052.1630434782608,0
Chinatown,0,15,77,906.6753246753246,0
Chinatown,0,16,78,944.7564102564103,0
Chinatown,0,17,74,782.7162162162163,0
Chinatown,0,18,96,775.3333333333334,0
Chinatown,0,19,117,730.8632478632478,0
Chinatown,0,20,123,688.829268292683,0
Chinatown,0,21,168,780.7797619047619,0
Chinatown,0,22,193,744.1709844559585,0
Chinatown,0,23,171,783.3450292397661,0
Chinatown,1,0,119,746.0168067226891,0
Chinatown,1,1,110,675.6272727272727,0
Chinatown,1,2,50,711.3,0
Chinatown,1,3,44,700.1363636363636,0
Chinatown,1,4,32,799.5625,0
Chinatown,1,5,23,812.5652173913044,0
Chinatown,1,6,28,719.2142857142857,0
Chinatown,1,7,65,880.876923076923,0
Chinatown,1,8,58,865.8965517241379,0
Chinatown,1,9,68,1036.4117647058824,0
Chinatown,1,10,58,1001.6551724137931,0
Chinatown,1,11,64,981.5,0
Chinatown,1,12,61,828.1639344262295,0
Chinatown,1,13,54,1021.574074074074,0
Chinatown,1,14,64,1039.046875,0
Chinatown,1,15,61,1023.688524590164,0
Chinatown,1,16,68,1189.1911764705883,0
Chinatown,1,17,65,1052.2153846153847,0
Chinatown,1,18,93,869.6989247311828,0
Chinatown,1,19,134,880.8880597014926,0
Chinatown,1,20,156,831.1602564102565,0
Chinatown,1,21,228,835.6535087719299,0
Chinatown,1,22,278,797.2014388489208,0
Chinatown,1,23,247,832.8421052631579,0
Chinatown,2,0,196,811.7551020408164,0
Chinatown,2,1,131,663.2595419847328,0
Chinatown,2,2,87,686.7586206896551,0
Chinatown,2,3,61,654.6229508196722,0
Chinatown,2,4,47,832.2765957446809,0
Chinatown,2,5,25,747.88,0
Chinatown,2,6,39,695.8205128205128,0
Chinatown,2,7,70,802.6428571428571,0
Chinatown,2,8,70,961.2,0
Chinatown,2,9,81,859.5555555555555,0
Chinatown,2,10,57,997.3859649122807,0
Chinatown,2,11,72,908.9861111111111,0
Chinatown,2,12,48,1053.5833333333333,0
Chinatown,2,13,68,967.0735294117648,0
Chinatown,2,14,79,943.1772151898734,0
Chinatown,2,15,57,1198.6666666666667,0
Chinatown,2,16,55,1097.0181818181818,0
Chinatown,2,17,59,1257.0338983050847,0
Chinatown,2,18,99,817.3333333333334,0
Chinatown,2,19,149,763.7046979865772,0
Chinatown,2,20,172,824.0058139534884,0
Chinatown,2,21,256,850.0,0
Chinatown,2,22,300,845.04,0
Chinatown,2,23,324,863.858024691358,0
Chinatown,3,0,270,821.162962962963,0
Chinatown,3,1,177,744.9152542372881,0
Chinatown,3,2,90,683.9777777777778,0
Chinatown,3,3,82,755.7560975609756,0
Chinatown,3,4,60,730.2833333333333,0
Chinatown,3,5,23,754.5217391304348,0
Chinatown,3,6,54,807.4629629629629,0
Chinatown,3,7,72,837.9444444444445,0
Chinatown,3,8,79,829.0886075949367,0
Chinatown,3,9,66,919.3787878787879,0
Chinatown,3,10,53,822.9622641509434,0
Chinatown,3,11,63,1081.7619047619048,0
Chinatown,3,12,66,1049.5,0
Chinatown,3,13,70,1065.4714285714285,0
Chinatown,3,14,67,1131.1492537313434,0
Chinatown,3,15,66,1257.8484848484848,0
Chinatown,3,16,51,1297.0588235294117,0
Chinatown,3,17,90,1140.1666666666667,0
Chinatown,3,18,100,908.24,0
Chinatown,3,19,150,829.28,0
Chinatown,3,20,178,928.185393258427,0
Chinatown,3,21,284,905.2957746478874,0
Chinatown,3,22,333,914.4054054054054,0
Chinatown,3,23,417,834.2254196642685,0
Chinatown,4,0,387,855.0206718346253,0
Chinatown,4,1,310,790.174193548387,0
Chinatown,4,2,223,725.7937219730942,0
Chinatown,4,3,145,703.5655172413793,0
Chinatown,4,4,104,790.8942307692307,0
Chinatown,4,5,43,905.3255813953489,0
Chinatown,4,6,43,728.2558139534884,0
Chinatown,4,7,58,803.8103448275862,0
Chinatown,4,8,82,893.7317073170732,0
Chinatown,4,9,95,906.1368421052632,0
Chinatown,4,10,65,932.9384615384615,0
Chinatown,4,11,71,900.2535211267606,0
Chinatown,4,12,77,964.7142857142857,0
Chinatown,4,13,66,964.0151515151515,0
Chinatown,4,14,75,1121.4533333333334,0
Chinatown,4,15,84,1082.1190476190477,0
Chinatown,4,16,62,1089.7096774193549,0
Chinatown,4,17,98,1056.3061224489795,0
Chinatown,4,18,124,829.9112903225806,0
Chinatown,4,19,141,880.6879432624113,0
Chinatown,4,20,196,874.3061224489796,0
Chinatown,4,21,270,922.2444444444444,0
Chinatown,4,22,360,927.9111111111112,0
Chinatown,4,23,459,971.4575163398692,0
Chinatown,5,0,584,918.5462328767123,0
Chinatown,5,1,715,825.9440559440559,0
Chinatown,5,2,741,782.7759784075573,0
Chinatown,5,3,577,772.5528596187175,0
Chinatown,5,4,268,792.9365671641791,0
Chinatown,5,5,91,785.1098901098901,0
Chinatown,5,6,47,649.9148936170212,0
Chinatown,5,7,43,780.8139534883721,0
Chinatown,5,8,46,757.7826086956521,0
Chinatown,5,9,73,674.1095890410959,0
Chinatown,5,10,91,771.2197802197802,0
Chinatown,5,11,112,716.8482142857143,0
Chinatown,5,12,140,806.7857142857143,0
Chinatown,5,13,138,940.9565217391304,0
Chinatown,5,14,145,920.7655172413793,0
Chinatown,5,15,154,855.6168831168832,0
Chinatown,5,16,120,1002.275,0
Chinatown,5,17,142,795.5140845070423,0
Chinatown,5,18,181,845.0883977900553,0
Chinatown,5,19,198,923.570707070707,0
Chinatown,5,20,212,948.1745283018868,0
Chinatown,5,21,211,962.7677725118483,0
Chinatown,5,22,318,927.9779874213837,0
Chinatown,5,23,491,957.030549898167,0
Chinatown,6,0,564,933.7464539007092,0
Chinatown,6,1,746,834.857908847185,0
Chinatown,6,2,846,784.8593380614657,0
Chinatown,6,3,692,796.0375722543353,0
Chinatown,6,4,363,822.6556473829202,0
Chinatown,6,5,91,774.3846153846154,0
Chinatown,6,6,45,749.6444444444444,0
Chinatown,6,7,29,505.62068965517244,0
Chinatown,6,8,42,783.0714285714286,0
Chinatown,6,9,79,629.2278481012659,0
Chinatown,6,10,95,794.2315789473685,0
Chinatown,6,11,140,764.8071428571428,0
Chinatown,6,12,124,806.1532258064516,0
Chinatown,6,13,113,982.4247787610619,0
Chinatown,6,14,123,887.7073170731708,0
Chinatown,6,15,146,800.1164383561644,0
Chinatown,6,16,148,1000.2905405405405,0
Chinatown,6,17,133,906.6315789473684,0
Chinatown,6,18,167,865.9520958083832,0
Chinatown,6,19,193,802.7823834196892,0
Chinatown,6,20,161,738.7515527950311,0
Chinatown,6,21,195,735.4,0
Chinatown,6,22,183,741.6284153005464,0
Chinatown,6,23,161,783.2670807453416,0
Claremont-Bathgate,0,6,0,0.0,1
Claremont-Bathgate,0,18,0,0.0,1
Claremont-Bathgate,1,8,0,0.0,1
Claremont-Bathgate,2,12,0,0.0,1
Claremont-Bathgate,3,1,0,0.0,1
Claremont-Bathgate,3,20,0,0.0,1
Claremont-Bathgate,3,23,0,0.0,1
Claremont-Bathgate,4,1,0,0.0,1
Claremont-Bathgate,5,9,0,0.0,1
Claremont-Bathgate,5,12,0,0.0,1
Claremont-Bathgate,5,23,0,0.0,1
Claremont-Bathgate,6,10,0,0.0,1
Claremont-Bathgate,6,14,0,0.0,1
Clinton,0,0,240,659.025,0
Clinton,0,1,165,668.8969696969697,0
Clinton,0,2,120,695.1166666666667,0
Clinton,0,3,94,810.7872340425532,0
Clinton,0,4,82,757.4268292682926,0
Clinton,0,5,148,576.4864864864865,0
Clinton,0,6,333,510.963963963964,0
Clinton,0,7,367,577.9209809264305,0
Clinton,0,8,355,741.3887323943662,0
Clinton,0,9,319,741.5078369905956,0
Clinton,0,10,262,781.1106870229007,0
Clinton,0,11,271,805.859778597786,0
Clinton,0,12,253,804.1897233201581,0
Clinton,0,13,245,705.7020408163265,0
Clinton,0,14,253,818.6442687747035,0
Clinton,0,15,254,825.7165354330708,0
Clinton,0,16,254,779.3188976377953,0
Clinton,0,17,291,765.4192439862543,0
Clinton,0,18,426,685.6971830985915,0
Clinton,0,19,433,668.1478060046189,0
Clinton,0,20,380,616.0552631578947,0
Clinton,0,21,419,628.291169451074,0
Clinton,0,22,362,654.3011049723757,0
Clinton,0,23,307,736.1661237785016,0
Clinton,1,0,235,705.468085106383,0
Clinton,1,1,118,725.0508474576271,0
Clinton,1,2,84,687.5833333333334,0
Clinton,1,3,74,766.0135135135135,0
Clinton,1,4,78,705.7564102564103,0
Clinton,1,5,129,499.6279069767442,0
Clinton,1,6,347,479.60806916426515,0
Clinton,1,7,431,612.5522041763342,0
Clinton,1,8,404,716.6757425742575,0
Clinton,1,9,320,827.78125,0
Clinton,1,10,260,814.7423076923077,0
Clinton,1,11,240,898.5958333333333,0
Clinton,1,12,224,744.4151785714286,0
Clinton,1,13,256,863.5234375,0
Clinton,1,14,252,833.2301587301587,0
Clinton,1,15,231,802.0432900432901,0
Clinton,1,16,222,866.7702702702703,0
Clinton,1,17,308,850.2662337662338,0
Clinton,1,18,390,784.9384615384615,0
Clinton,1,19,401,726.3416458852868,0
Clinton,1,20,445,650.5707865168539,0
Clinton,1,21,551,697.2050816696915,0
Clinton,1,22,495,762.0,0
Clinton,1,23,371,710.6792452830189,0
Clinton,2,0,254,670.1889763779527,0
Clinton,2,1,162,689.4814814814815,0
Clinton,2,2,111,657.4774774774775,0
Clinton,2,3,83,788.1807228915662,0
Clinton,2,4,76,640.921052631579,0
Clinton,2,5,115,527.2608695652174,0
Clinton,2,6,403,465.2456575682382,0
Clinton,2,7,466,617.2017167381974,0
Clinton,2,8,400,787.075,0
Clinton,2,9,304,825.4769736842105,0
Clinton,2,10,266,917.609022556391,0
Clinton,2,11,236,903.5932203389831,0
Clinton,2,12,245,885.1632653061224,0
Clinton,2,13,225,850.6088888888889,0
Clinton,2,14,233,839.5536480686695,0
Clinton,2,15,229,847.9257641921397,0
Clinton,2,16,236,930.6567796610169,0
Clinton,2,17,285,859.4315789473684,0
Clinton,2,18,388,826.2087628865979,0
Clinton,2,19,446,725.2488789237668,0
Clinton,2,20,479,690.7202505219207,0
Clinton,2,21,554,712.2996389891697,0
Clinton,2,22,537,778.5903165735568,0
Clinton,2,23,473,781.4228329809725,0
Clinton,3,0,263,747.1749049429658,0
Clinton,3,1,184,751.0815217391304,0
Clinton,3,2,100,824.43,0
Clinton,3,3,102,807.3627450980392,0
Clinton,3,4,93,723.8817204301075,0
Clinton,3,5,151,530.5496688741722,0
Clinton,3,6,371,504.40700808625337,0
Clinton,3,7,517,617.4177949709865,0
Clinton,3,8,379,763.4511873350923,0
Clinton,3,9,340,825.8617647058824,0
Clinton,3,10,268,822.5373134328358,0
Clinton,3,11,242,954.7107438016529,0
Clinton,3,12,263,817.8669201520912,0
Clinton,3,13,241,832.3153526970955,0
Clinton,3,14,268,949.4589552238806,0
Clinton,3,15,215,960.0651162790698,0
Clinton,3,16,209,935.4784688995215,0
Clinton,3,17,259,843.957528957529,0
Clinton,3,18,419,815.1217183770883,0
Clinton,3,19,473,785.7209302325581,0
Clinton,3,20,458,762.7161572052402,0
Clinton,3,21,566,747.1890459363958,0
Clinton,3,22,661,872.7019667170953,0
Clinton,3,23,546,814.6465201465202,0
Clinton,4,0,432,804.5416666666666,0
Clinton,4,1,304,814.483552631579,0
Clinton,4,2,210,681.4238095238095,0
Clinton,4,3,174,756.051724137931,0
Clinton,4,4,136,774.0,0
Clinton,4,5,154,602.2012987012987,0
Clinton,4,6,363,533.0743801652893,0
Clinton,4,7,423,659.6903073286052,0
Clinton,4,8,414,758.0531400966183,0
Clinton,4,9,334,805.0988023952095,0
Clinton,4,10,276,822.6594202898551,0
Clinton,4,11,250,859.744,0
Clinton,4,12,263,794.0760456273764,0
Clinton,4,13,287,794.5993031358885,0
Clinton,4,14,254,903.1299212598425,0
Clinton,4,15,250,963.096,0
Clinton,4,16,214,867.7149532710281,0
Clinton,4,17,260,773.8384615384615,0
Clinton,4,18,371,829.9460916442049,0
Clinton,4,19,505,750.9465346534654,0
Clinton,4,20,415,766.1734939759036,0
Clinton,4,21,527,716.3396584440228,0
Clinton,4,22,605,789.1537190082645,0
Clinton,4,23,605,882.2743801652892,0
Clinton,5,0,633,838.3823064770932,0
Clinton,5,1,511,795.4774951076321,0
Clinton,5,2,452,745.6858407079646,0
Clinton,5,3,318,755.3522012578617,0
Clinton,5,4,222,866.3108108108108,0
Clinton,5,5,125,802.448,0
Clinton,5,6,135,716.0962962962963,0
Clinton,5,7,200,558.825,0
Clinton,5,8,290,531.6034482758621,0
Clinton,5,9,380,593.2631578947369,0
Clinton,5,10,372,619.741935483871,0
Clinton,5,11,354,716.9604519774011,0
Clinton,5,12,463,684.0345572354212,0
Clinton,5,13,385,696.1168831168832,0
Clinton,5,14,376,847.3324468085107,0
Clinton,5,15,351,835.3618233618233,0
Clinton,5,16,341,789.7653958944281,0
Clinton,5,17,377,809.3793103448276,0
Clinton,5,18,412,783.0412621359224,0
Clinton,5,19,477,747.1949685534591,0
Clinton,5,20,381,733.9317585301837,0
Clinton,5,21,466,747.2489270386266,0
Clinton,5,22,581,803.3373493975904,0
Clinton,5,23,620,857.9790322580645,0
Clinton,6,0,615,814.8406504065041,0
Clinton,6,1,589,762.9779286926995,0
Clinton,6,2,447,763.7427293064877,0
Clinton,6,3,400,753.6375,0
Clinton,6,4,288,789.3923611111111,0
Clinton,6,5,146,825.4041095890411,0
Clinton,6,6,122,724.5409836065573,0
Clinton,6,7,164,577.4878048780488,0
Clinton,6,8,260,540.8269230769231,0
Clinton,6,9,318,637.5,0
Clinton,6,10,411,615.1362530413626,0
Clinton,6,11,407,669.0147420147421,0
Clinton,6,12,364,728.8104395604396,0
Clinton,6,13,331,689.2326283987916,0
Clinton,6,14,342,830.8830409356725,0
Clinton,6,15,318,820.9842767295597,0
Clinton,6,16,352,818.7727272727273,0
Clinton,6,17,372,845.2795698924731,0
Clinton,6,18,390,819.3692307692307,0
Clinton,6,19,374,717.7352941176471,0
Clinton,6,20,354,657.1949152542373,0
Clinton,6,21,394,641.5532994923858,0
Clinton,6,22,338,638.4615384615385,0
Clinton,6,23,309,667.6828478964401,0
Clinton Hill,0,0,6,596.3333333333334,0
Clinton Hill,0,1,0,0.0,1
Clinton Hill,0,2,0,0.0,1
Clinton Hill,0,3,0,0.0,1
Clinton Hill,0,4,0,0.0,1
Clinton Hill,0,5,0,0.0,1
Clinton Hill,0,6,0,0.0,1
Clinton Hill,0,7,0,0.0,1
Clinton Hill,0,8,0,0.0,1
Clinton Hill,0,9,5,754.6,0
Clinton Hill,0,10,0,0.0,1
Clinton Hill,0,11,0,0.0,1
Clinton Hill,0,13,0,0.0,1
Clinton Hill,0,14,0,0.0,1
Clinton Hill,0,15,0,0.0,1
Clinton Hill,0,17,0,0.0,1
Clinton Hill,0,18,0,0.0,1
Clinton Hill,0,19,0,0.0,1
Clinton Hill,0,20,6,747.5,0
Clinton Hill,0,21,8,672.75,0
Clinton Hill,0,22,8,394.875,0
Clinton Hill,0,23,8,775.375,0
Clinton Hill,1,0,12,544.25,0
Clinton Hill,1,1,5,405.4,0
Clinton Hill,1,2,0,0.0,1
Clinton Hill,1,3,0,0.0,1
Clinton Hill,1,5,0,0.0,1
Clinton Hill,1,6,0,0.0,1
Clinton Hill,1,7,0,0.0,1
Clinton Hill,1,8,0,0.0,1
Clinton Hill,1,9,0,0.0,1
Clinton Hill,1,10,0,0.0,1
Clinton Hill,1,12,0,0.0,1
Clinton Hill,1,14,0,0.0,1
Clinton Hill,1,17,0,0.0,1
Clinton Hill,1,18,0,0.0,1
Clinton Hill,1,19,6,606.1666666666666,0
Clinton Hill,1,20,6,613.1666666666666,0
Clinton Hill,1,21,8,771.625,0
Clinton Hill,1,22,6,783.6666666666666,0
Clinton Hill,1,23,8,1052.75,0
Clinton Hill,2,0,7,765.0,0
Clinton Hill,2,1,0,0.0,1
Clinton Hill,2,2,0,0.0,1
Clinton Hill,2,3,0,0.0,1
Clinton Hill,2,4,0,0.0,1
Clinton Hill,2,6,0,0.0,1
Clinton Hill,2,7,0,0.0,1
Clinton Hill,2,8,5,1451.8,0
Clinton Hill,2,9,0,0.0,1
Clinton Hill,2,10,0,0.0,1
Clinton Hill,2,11,0,0.0,1
Clinton Hill,2,12,0,0.0,1
Clinton Hill,2,13,0,0.0,1
Clinton Hill,2,14,0,0.0,1
Clinton Hill,2,15,0,0.0,1
Clinton Hill,2,16,0,0.0,1
Clinton Hill,2,17,0,0.0,1
Clinton Hill,2,18,5,1014.2,0
Clinton Hill,2,19,0,0.0,1
Clinton Hill,2,20,0,0.0,1
Clinton Hill,2,21,7,531.2857142857143,0
Clinton Hill,2,22,9,1140.888888888889,0
Clinton Hill,2,23,15,506.3333333333333,0
Clinton Hill,3,0,8,772.0,0
Clinton Hill,3,1,0,0.0,1
Clinton Hill,3,2,0,0.0,1
Clinton Hill,3,3,0,0.0,1
Clinton Hill,3,4,0,0.0,1
Clinton Hill,3,6,0,0.0,1
Clinton Hill,3,7,0,0.0,1
Clinton Hill,3,8,7,982.8571428571429,0
Clinton Hill,3,9,0,0.0,1
Clinton Hill,3,10,0,0.0,1
Clinton Hill,3,15,0,0.0,1
Clinton Hill,3,17,0,0.0,1
Clinton Hill,3,18,0,0.0,1
Clinton Hill,3,19,0,0.0,1
Clinton Hill,3,20,5,640.4,0
Clinton Hill,3,21,5,887.4,0
Clinton Hill,3,22,13,547.1538461538462,0
Clinton Hill,3,23,13,721.1538461538462,0
Clinton Hill,4,0,12,572.3333333333334,0
Clinton Hill,4,1,16,616.5,0
Clinton Hill,4,2,8,469.125,0
Clinton Hill,4,3,6,412.0,0
Clinton Hill,4,4,0,0.0,1
Clinton Hill,4,5,0,0.0,1
Clinton Hill,4,6,0,0.0,1
Clinton Hill,4,7,0,0.0,1
Clinton Hill,4,8,0,0.0,1
Clinton Hill,4,9,0,0.0,1
Clinton Hill,4,10,0,0.0,1
Clinton Hill,4,12,0,0.0,1
Clinton Hill,4,13,0,0.0,1
Clinton Hill,4,14,0,0.0,1
Clinton Hill,4,15,0,0.0,1
Clinton Hill,4,16,0,0.0,1
Clinton Hill,4,17,0,0.0,1
Clinton Hill,4,18,8,806.75,0
Clinton Hill,4,19,5,622.4,0
Clinton Hill,4,20,8,635.25,0
Clinton Hill,4,21,0,0.0,1
Clinton Hill,4,22,11,722.8181818181819,0
Clinton Hill,4,23,24,796.625,0
Clinton Hill,5,0,21,697.8095238095239,0
