pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,dist_mile,pickup_hour,pickup_day,pickup_borough,dropoff_borough,trip_duration,hour_group,speed
-73.99014282226561,40.687175750732415,-73.99372863769531,40.72079849243164,two_or_more,2.327670216421707,20,Thu,Brooklyn,Brooklyn,1190,18~24,7.041691411023652
-73.98935699462889,40.70071029663086,-73.9820785522461,40.74909210205078,two_or_more,3.360254555698808,1,Tue,Brooklyn,Brooklyn,981,0~6,12.331209378711224
-73.93466186523438,40.69675064086913,-73.98914337158203,40.757999420166016,single,5.103043854589259,19,Sat,Brooklyn,Brooklyn,2652,18~24,6.92720885238361
-73.93599700927734,40.69741821289063,-73.92791748046875,40.70566177368164,single,0.7096354017310956,22,Thu,Brooklyn,Brooklyn,505,18~24,5.058787022241473
-73.99555969238281,40.68739318847656,-73.99552154541014,40.69516372680664,single,0.5361863842261949,21,Mon,Brooklyn,Brooklyn,154,18~24,12.534227163729232
-73.99024200439453,40.68936920166016,-73.98072052001953,40.72979736328125,two_or_more,2.834079064511973,22,Wed,Brooklyn,Brooklyn,1220,18~24,8.36285625593697
-73.9792709350586,40.68290328979492,-73.98416137695312,40.688323974609375,single,0.4537522977739166,6,Mon,Brooklyn,Brooklyn,139,0~6,11.751858071842445
-73.98054504394531,40.68856048583984,-73.95391082763672,40.77440643310546,two_or_more,6.086327211426485,20,Sat,Brooklyn,Brooklyn,1383,18~24,15.84293417291059
-73.8800277709961,40.674278259277344,-73.93123626708984,40.650489807128906,single,3.1519008742186654,1,Thu,Brooklyn,Brooklyn,1409,0~6,8.053117918514687
-73.99227142333984,40.6944465637207,-73.99178314208984,40.72568130493164,two_or_more,2.1554189570980515,23,Wed,Brooklyn,Brooklyn,754,18~24,10.291124994102104
-73.94481658935547,40.662700653076165,-73.87271118164062,40.772159576416016,single,8.448539278079481,6,Fri,Brooklyn,Brooklyn,1904,0~6,15.97412888712507
-73.99308776855469,40.695289611816406,-73.94686126708984,40.708660125732415,single,2.596942682503291,21,Wed,Brooklyn,Brooklyn,544,18~24,17.18565010480119
-73.96124267578125,40.714553833007805,-73.98634338378906,40.718120574951165,two_or_more,1.3406384358338297,19,Sun,Brooklyn,Brooklyn,357,18~24,13.519043050425173
-73.95500946044923,40.718379974365234,-73.94671630859375,40.70862579345703,single,0.8016300289517979,17,Sun,Brooklyn,Brooklyn,469,12~18,6.153236896005272
-73.99198150634764,40.69031524658203,-73.93824768066406,40.78883361816406,single,7.359792552455903,6,Sun,Brooklyn,Brooklyn,1138,0~6,23.282296299509007
-73.98896026611328,40.69213104248047,-73.95234680175781,40.718658447265625,two_or_more,2.6546197212990226,14,Thu,Brooklyn,Brooklyn,799,12~18,11.960739670433645
-73.95265960693358,40.72696685791016,-73.9925079345703,40.68365859985352,single,3.6481261211600393,0,Sun,Brooklyn,Brooklyn,877,18~24,14.975204146152956
-73.95859527587889,40.72314834594727,-73.95510101318358,40.73571014404297,single,0.8859892973115081,14,Sat,Brooklyn,Brooklyn,339,12~18,9.408735900653184
-73.99072265625,40.68619155883789,-73.94088745117188,40.72085571289063,two_or_more,3.545389719510132,3,Sat,Brooklyn,Brooklyn,669,0~6,19.078330329202505
-73.93528747558595,40.696964263916016,-73.97920227050781,40.72999954223633,two_or_more,3.2423152955095045,0,Sun,Brooklyn,Brooklyn,1916,18~24,6.092032914318485
-73.92273712158203,40.69963836669922,-73.96227264404298,40.708511352539055,two_or_more,2.164498255090388,19,Sat,Brooklyn,Brooklyn,944,18~24,8.254442498226055
-73.96138000488281,40.71458053588867,-73.95185852050781,40.72335815429688,single,0.7853198046271356,14,Fri,Brooklyn,Brooklyn,206,12~18,13.724035420668388
-73.96643829345702,40.68344879150391,-73.97518157958984,40.680908203125,two_or_more,0.4915999078670537,22,Wed,Brooklyn,Brooklyn,256,18~24,6.9131237043804425
-73.92567443847656,40.700721740722656,-73.9494857788086,40.66319274902344,single,2.87582741952,2,Sun,Brooklyn,Brooklyn,1095,0~6,9.454775077873974
-73.98976898193358,40.68571853637695,-73.9271011352539,40.658550262451165,two_or_more,3.788703155300759,13,Sun,Brooklyn,Brooklyn,1301,12~18,10.483728946258825
-73.96163940429686,40.713970184326165,-73.98491668701173,40.61587905883789,single,6.878067952397311,20,Sat,Brooklyn,Brooklyn,2016,18~24,12.282264200709482
-73.98146820068358,40.68919372558594,-73.96495056152342,40.68684005737305,single,0.8826575712593279,19,Thu,Brooklyn,Brooklyn,609,18~24,5.217680224193071
-73.9580078125,40.69424057006836,-73.94730377197266,40.687366485595696,single,0.7355674972014874,3,Tue,Brooklyn,Brooklyn,259,0~6,10.224104208206002
-73.96240234375,40.71269989013672,-73.9061279296875,40.77272033691406,single,5.086756890588748,0,Tue,Brooklyn,Brooklyn,878,18~24,20.856861965967532
-73.9660873413086,40.712188720703125,-73.9208984375,40.76483917236328,two_or_more,4.33866394075345,0,Sat,Brooklyn,Brooklyn,1434,18~24,10.892043365908243
-73.9898681640625,40.70146179199219,-73.98284912109375,40.73833465576172,single,2.5708605640835764,18,Mon,Brooklyn,Brooklyn,3053,12~18,3.0314765904686785
-73.95408630371094,40.6845817565918,-73.96198272705078,40.713340759277344,two_or_more,2.0272976617272302,17,Mon,Brooklyn,Brooklyn,684,12~18,10.669987693301211
-73.97770690917967,40.6846160888672,-73.95738983154298,40.67718124389648,single,1.184164219222608,8,Wed,Brooklyn,Brooklyn,775,6~12,5.500633792517921
-73.98271179199219,40.692581176757805,-74.00548553466798,40.70928955078125,two_or_more,1.6611813679686247,22,Mon,Brooklyn,Brooklyn,431,18~24,13.875296809018675
-73.9865951538086,40.69380569458008,-73.96239471435547,40.69438934326172,single,1.271648269227985,22,Thu,Brooklyn,Brooklyn,375,18~24,12.207823384588655
-73.97196960449217,40.68964767456056,-73.9813461303711,40.68560409545898,two_or_more,0.5660472958303001,13,Sat,Brooklyn,Brooklyn,365,12~18,5.582932232846796
-73.94930267333984,40.713661193847656,-73.90892028808594,40.6875114440918,two_or_more,2.784440666252186,2,Thu,Brooklyn,Brooklyn,846,0~6,11.848683686179514
-73.9784927368164,40.6845817565918,-73.99767303466798,40.69161605834961,two_or_more,1.1182728224588758,16,Wed,Brooklyn,Brooklyn,487,12~18,8.266493143433168
-73.98886871337889,40.69303131103516,-73.97463989257811,40.64491271972656,two_or_more,3.40338680321534,13,Sun,Brooklyn,Brooklyn,1328,12~18,9.226048562933151
-73.99584197998048,40.69527816772461,-73.97383880615233,40.75593948364258,single,4.342223150345466,6,Wed,Brooklyn,Brooklyn,1253,0~6,12.47566108638761
-73.9837417602539,40.67612075805664,-73.98494720458984,40.670764923095696,single,0.3749490969188804,23,Fri,Brooklyn,Brooklyn,178,18~24,7.583240162404323
-73.93132781982422,40.69747543334961,-73.92485046386719,40.69103240966797,single,0.5598059458834481,2,Sun,Brooklyn,Brooklyn,750,0~6,2.687068540240551
-73.95914459228516,40.71451187133789,-73.95034790039062,40.67011642456056,two_or_more,3.0980194325997834,21,Thu,Brooklyn,Brooklyn,1288,18~24,8.659060525900015
-73.9888916015625,40.692169189453125,-73.98036193847656,40.69641876220703,single,0.535413302041272,8,Tue,Brooklyn,Brooklyn,1512,6~12,1.2747935762887428
-73.97599029541014,40.68397903442384,-73.97602081298828,40.68706893920898,single,0.2132154047677367,15,Wed,Brooklyn,Brooklyn,115,12~18,6.674569192729149
-73.98284149169923,40.67795181274414,-73.987548828125,40.68693161010742,two_or_more,0.6671406016753234,14,Wed,Brooklyn,Brooklyn,497,12~18,4.832406772698519
-73.95821380615233,40.710636138916016,-73.95713043212889,40.7222785949707,single,0.8053673142624118,20,Sat,Brooklyn,Brooklyn,430,18~24,6.74261007289461
-73.99530029296875,40.69262313842773,-73.98977661132812,40.71548843383789,single,1.6041959915546065,1,Sat,Brooklyn,Brooklyn,758,0~6,7.618872783108949
-73.98924255371094,40.66571044921875,-73.92018127441406,40.70491027832031,two_or_more,4.525003056596637,2,Wed,Brooklyn,Brooklyn,1470,0~6,11.081640138604008
-73.99273681640625,40.69399642944336,-74.00295257568358,40.733978271484375,single,2.8104949837891566,13,Fri,Brooklyn,Brooklyn,1997,12~18,5.066490706880804
-73.94447326660156,40.72048568725586,-74.00975036621092,40.70618438720703,single,3.5666122253842203,1,Sat,Brooklyn,Brooklyn,1779,0~6,7.217427774807866
-73.98700714111328,40.697090148925774,-73.97850036621094,40.68827819824219,two_or_more,0.7545419590040217,21,Sun,Brooklyn,Brooklyn,217,18~24,12.517746785320174
-73.96653747558594,40.69146728515625,-74.00204467773438,40.71520233154297,single,2.481726460888314,8,Wed,Brooklyn,Brooklyn,1359,6~12,6.5741098301677185
-73.95869445800781,40.714988708496094,-73.97902679443358,40.76356887817384,single,3.517915761268552,22,Fri,Brooklyn,Brooklyn,1640,18~24,7.722254110101701
-73.99318695068358,40.68267440795898,-73.95266723632812,40.710552215576165,two_or_more,2.868590238679349,21,Sun,Brooklyn,Brooklyn,992,18~24,10.410206511336346
-73.95162200927734,40.71368789672852,-73.98313140869139,40.6963005065918,single,2.043812755158616,19,Thu,Brooklyn,Brooklyn,903,18~24,8.14809071824033
-73.97853088378906,40.68387222290039,-73.95379638671875,40.6621322631836,single,1.9846678668267024,23,Sun,Brooklyn,Brooklyn,1180,18~24,6.054918915742482
-73.98701477050781,40.68786239624024,-73.9900894165039,40.73247909545898,single,3.082881367479943,21,Sat,Brooklyn,Brooklyn,1493,18~24,7.433605440675013
-73.96347045898438,40.71112060546875,-74.0093994140625,40.70732879638672,single,2.425800831168074,18,Fri,Brooklyn,Brooklyn,1917,12~18,4.555494518625491
-73.98554992675781,40.67007064819336,-73.97434234619139,40.66852951049805,single,0.5983670774944851,9,Thu,Brooklyn,Brooklyn,257,6~12,8.381795638055044
-73.96229553222656,40.710975646972656,-73.92769622802734,40.70182037353516,single,1.923523874205052,3,Fri,Brooklyn,Brooklyn,622,0~6,11.132935606331491
-73.95974731445312,40.58203125,-73.98545074462889,40.58808517456056,single,1.415200711103905,16,Mon,Brooklyn,Brooklyn,311,12~18,16.381744565832985
-73.95871734619139,40.650760650634766,-73.97762298583984,40.76448059082031,single,7.909471216543611,6,Sat,Brooklyn,Brooklyn,1608,0~6,17.70777138032152
-73.98908233642578,40.69133377075195,-74.00107574462889,40.73651123046875,single,3.1803122178484253,16,Sun,Brooklyn,Brooklyn,1111,12~18,10.305242110039902
-73.97299194335938,40.67799377441406,-73.99131011962889,40.70257186889648,single,1.949844442573051,17,Sun,Brooklyn,Brooklyn,967,12~18,7.258986549392951
-73.99280548095702,40.689807891845696,-73.95989990234375,40.69642639160156,single,1.787553451011519,17,Sat,Brooklyn,Brooklyn,813,12~18,7.915365834737354
-73.97650909423827,40.68290710449219,-73.9680938720703,40.750938415527344,single,4.7150626123266095,22,Fri,Brooklyn,Brooklyn,2246,18~24,7.557535798920656
-73.93179321289062,40.69063186645508,-73.9873504638672,40.71419525146485,two_or_more,3.339985207167884,23,Wed,Brooklyn,Brooklyn,1413,18~24,8.509516451383144
-73.96456146240233,40.71955871582031,-73.95259857177734,40.76893997192384,single,3.464791931486433,22,Sat,Brooklyn,Brooklyn,1926,18~24,6.47624660090922
-73.99772644042967,40.68321228027344,-73.99172210693358,40.69176864624024,single,0.6693604619134594,9,Thu,Brooklyn,Brooklyn,424,6~12,5.683249204925599
-73.98007202148438,40.68173599243164,-73.98622131347656,40.67722702026367,single,0.4484975991737274,13,Sun,Brooklyn,Brooklyn,300,12~18,5.3819711900847285
-73.95211029052734,40.717769622802734,-73.95931243896483,40.716411590576165,single,0.3895659996849155,21,Sat,Brooklyn,Brooklyn,218,18~24,6.4331999947967695
-73.96869659423827,40.67351913452149,-73.97315216064453,40.67824172973633,two_or_more,0.4012216180641497,22,Sat,Brooklyn,Brooklyn,205,18~24,7.04584304893141
-73.96672058105469,40.68351364135742,-73.98268127441406,40.73553466796875,two_or_more,3.686100324820344,18,Sun,Brooklyn,Brooklyn,1122,12~18,11.827059865733725
-73.99065399169923,40.68637466430664,-73.95269012451173,40.68053436279297,two_or_more,2.034496298720057,4,Thu,Brooklyn,Brooklyn,730,0~6,10.033132432044116
-73.99423980712889,40.69012451171875,-73.9851303100586,40.68547821044922,single,0.5759575838751189,22,Sun,Brooklyn,Brooklyn,188,18~24,11.028975010374618
-73.97071075439453,40.693206787109375,-73.96372985839844,40.695762634277344,single,0.4068463549581859,11,Mon,Brooklyn,Brooklyn,182,6~12,8.047510317854226
-73.96002197265625,40.710750579833984,-73.95628356933594,40.67529678344727,single,2.454249970095563,22,Tue,Brooklyn,Brooklyn,1153,18~24,7.662879351555965
-73.97705841064453,40.683631896972656,-74.00811004638672,40.73881149291992,two_or_more,4.141912257841109,21,Mon,Brooklyn,Brooklyn,1118,18~24,13.337105660311263
-73.95648193359375,40.707763671875,-74.00064086914062,40.72757339477539,single,2.6913774804631,21,Thu,Brooklyn,Brooklyn,753,18~24,12.867143332891315
-73.98062133789062,40.688663482666016,-73.887451171875,40.7449951171875,single,6.247964585572573,6,Sun,Brooklyn,Brooklyn,805,0~6,27.941208084548155
-73.9695053100586,40.673377990722656,-73.88544464111328,40.77312088012695,single,8.175750447778858,8,Fri,Brooklyn,Brooklyn,2958,6~12,9.950203384720721
-73.96395874023438,40.71040725708008,-73.98607635498048,40.676902770996094,single,2.587306669573441,0,Wed,Brooklyn,Brooklyn,1043,18~24,8.930301064683016
-73.94387054443358,40.71148681640625,-73.9312744140625,40.70399856567384,two_or_more,0.8393183342520185,3,Wed,Brooklyn,Brooklyn,302,0~6,10.005119216249227
-73.9584732055664,40.719181060791016,-73.95794677734375,40.73170471191406,single,0.8646037933384252,20,Wed,Brooklyn,Brooklyn,280,18~24,11.116334485779753
-73.97663879394531,40.683048248291016,-73.99671936035155,40.68773651123047,single,1.1032652881481455,21,Tue,Brooklyn,Brooklyn,553,18~24,7.18219717420131
-73.95833587646483,40.713470458984375,-73.95996856689453,40.76265335083008,single,3.3948269189184743,0,Sun,Brooklyn,Brooklyn,1136,18~24,10.758254320516292
-73.93109893798828,40.668315887451165,-73.92391967773438,40.68404006958008,single,1.1486800493330669,21,Mon,Brooklyn,Brooklyn,353,18~24,11.714584072518528
-73.99453735351561,40.68983840942384,-73.95323944091797,40.766693115234375,single,5.729149853891642,10,Tue,Brooklyn,Brooklyn,2153,6~12,9.579628181147196
-73.98722076416014,40.6928825378418,-74.00240325927734,40.68555450439453,single,0.9442451963676936,0,Fri,Brooklyn,Brooklyn,654,18~24,5.197679980005653
-73.95388793945312,40.66360092163086,-73.92938995361328,40.67573928833008,single,1.535632143374987,19,Sat,Brooklyn,Brooklyn,700,18~24,7.897536737357076
-73.93148040771484,40.681678771972656,-73.92581176757811,40.69765090942384,single,1.141618112962779,5,Wed,Brooklyn,Brooklyn,2147,0~6,1.9142176090666065
-73.94346618652342,40.714630126953125,-73.9486083984375,40.70978164672852,single,0.4299137860707591,3,Fri,Brooklyn,Brooklyn,145,0~6,10.673721585205053
-73.95166778564453,40.71492004394531,-73.96466064453125,40.71041870117188,two_or_more,0.74957796426787,1,Fri,Brooklyn,Brooklyn,272,0~6,9.920884821192397
-73.96980285644531,40.689491271972656,-73.9842300415039,40.67786407470703,two_or_more,1.1036296057266082,23,Sun,Brooklyn,Brooklyn,616,18~24,6.449783410090568
-73.99175262451173,40.66292190551758,-73.97757720947266,40.68059921264648,single,1.429150095621164,0,Wed,Brooklyn,Brooklyn,350,18~24,14.699829554960544
-73.9415512084961,40.7259178161621,-73.94800567626953,40.724735260009766,single,0.3485183154073054,20,Fri,Brooklyn,Brooklyn,112,18~24,11.202374423806244
-73.98455047607422,40.69636154174805,-73.91434478759764,40.74606704711913,two_or_more,5.034681035977481,8,Mon,Brooklyn,Brooklyn,1509,6~12,12.011167481457212
-73.9650650024414,40.68301010131836,-73.96189880371094,40.71348571777344,single,2.1094446093777086,5,Sat,Brooklyn,Brooklyn,668,0~6,11.368264361915795
-73.9823989868164,40.69178009033203,-73.97284698486328,40.69335174560546,single,0.5132714740932036,21,Mon,Brooklyn,Brooklyn,281,18~24,6.575719952795492
-73.98131561279298,40.67990112304688,-73.95284271240233,40.66819763183594,single,1.6999175230122332,7,Sat,Brooklyn,Brooklyn,619,6~12,9.886434705725426
-73.9806137084961,40.688491821289055,-73.95350646972656,40.69046401977539,single,1.430263015667476,23,Fri,Brooklyn,Brooklyn,649,18~24,7.933662336522209
-73.98306274414062,40.695903778076165,-73.95468139648438,40.680042266845696,single,1.8493642870151803,4,Tue,Brooklyn,Brooklyn,496,0~6,13.422805308981147
-73.97675323486328,40.683269500732415,-73.95021057128906,40.65627670288086,two_or_more,2.326759393505584,22,Wed,Brooklyn,Brooklyn,1030,18~24,8.13236292875738
-73.95528411865233,40.7200927734375,-73.9574203491211,40.729358673095696,single,0.649129632203767,4,Tue,Brooklyn,Brooklyn,126,0~6,18.546560920107627
-74.01345825195312,40.67694854736328,-73.98628234863281,40.7451400756836,single,4.916969140345403,16,Sat,Brooklyn,Brooklyn,1892,12~18,9.35575523532952
-73.9896011352539,40.70254898071289,-73.9992446899414,40.69419860839844,single,0.7671300043366108,18,Sat,Brooklyn,Brooklyn,332,12~18,8.318277155457226
-73.9846954345703,40.70345306396485,-73.98470306396483,40.7034568786621,single,0.0004793735508079,23,Wed,Brooklyn,Brooklyn,37,18~24,0.0466417508894173
-73.96768188476561,40.68090057373047,-73.94320678710938,40.69402694702149,single,1.572592353175802,1,Sun,Brooklyn,Brooklyn,565,0~6,10.02005747156263
-73.94974517822266,40.71407318115234,-73.96101379394531,40.67412567138672,single,2.819278106892784,22,Sun,Brooklyn,Brooklyn,793,18~24,12.798740460042904
-73.98601531982422,40.687442779541016,-73.78958129882812,40.646915435791016,single,10.69303189581307,10,Mon,Brooklyn,Brooklyn,2523,6~12,15.25759604634445
-73.94239807128906,40.6669921875,-73.96485137939453,40.683353424072266,single,1.6327762486138506,8,Sat,Brooklyn,Brooklyn,634,6~12,9.271284692444578
-73.98287200927734,40.67741775512695,-73.98406982421875,40.73762512207031,single,4.154916202800728,0,Sat,Brooklyn,Brooklyn,1264,18~24,11.833622096584351
-73.99127197265625,40.69681930541992,-73.96623992919923,40.75804138183594,single,4.424120209380031,23,Sun,Brooklyn,Brooklyn,779,18~24,20.445228181987304
-73.95582580566406,40.714054107666016,-73.94254302978516,40.72587585449219,two_or_more,1.0731729465979238,22,Wed,Brooklyn,Brooklyn,424,18~24,9.11184577300124
-73.94194793701173,40.700931549072266,-73.95319366455078,40.72800064086913,single,1.9589314723915805,4,Thu,Brooklyn,Brooklyn,522,0~6,13.509872223390209
-73.9416275024414,40.70751953125,-73.89795684814453,40.67202758789063,single,3.355428367887608,19,Thu,Brooklyn,Brooklyn,1594,18~24,7.578131822079918
-73.95800018310547,40.72183227539063,-73.98954772949219,40.75687026977539,single,2.930336214296233,0,Tue,Brooklyn,Brooklyn,1140,18~24,9.253693308303893
-73.95497131347656,40.6890983581543,-73.95850372314453,40.7211799621582,single,2.221457834437258,18,Wed,Brooklyn,Brooklyn,679,12~18,11.777979681847023
-73.9618911743164,40.69997024536133,-73.96475982666014,40.67208099365234,two_or_more,1.9303022934973213,11,Sun,Brooklyn,Brooklyn,797,6~12,8.719056783676734
-73.98048400878906,40.68115234375,-73.97856903076173,40.68948745727539,single,0.5838687137811697,6,Mon,Brooklyn,Brooklyn,345,0~6,6.092543100325249
-73.9587631225586,40.71482849121094,-73.96025848388672,40.696388244628906,single,1.274837551463971,18,Sat,Brooklyn,Brooklyn,761,12~18,6.030768968817734
-73.98091125488281,40.68040084838867,-73.97279357910156,40.65144729614258,single,2.042865866968039,17,Tue,Brooklyn,Brooklyn,1290,12~18,5.701021024096853
-73.99433135986328,40.69019317626953,-73.96993255615233,40.676921844482415,single,1.575172789494809,22,Thu,Brooklyn,Brooklyn,437,18~24,12.976251812771883
-73.95962524414062,40.7203254699707,-73.94185638427734,40.71421051025391,single,1.0238849186927037,20,Sun,Brooklyn,Brooklyn,598,18~24,6.163855697815608
-73.95772552490233,40.72212600708008,-73.99320220947266,40.71951675415039,two_or_more,1.871177732367859,4,Sat,Brooklyn,Brooklyn,713,0~6,9.447741706205179
-73.99324798583984,40.6826400756836,-73.98966217041014,40.68397903442384,two_or_more,0.2097968903954725,19,Thu,Brooklyn,Brooklyn,84,18~24,8.991295302663108
-73.95661163330078,40.666351318359375,-73.95350646972656,40.67182540893555,two_or_more,0.4114484705991647,15,Sat,Brooklyn,Brooklyn,254,12~18,5.831553126602334
-73.98455810546875,40.69652557373047,-73.7752456665039,40.692081451416016,single,10.997357727524989,20,Sat,Brooklyn,Brooklyn,1910,18~24,20.728004093764376
-73.99027252197266,40.68704605102539,-73.9626693725586,40.68766021728516,single,1.450486573263715,0,Fri,Brooklyn,Brooklyn,477,18~24,10.947068477462
-73.95516967773438,40.71128845214844,-73.95516967773438,40.71128845214844,single,0.0,0,Sun,Brooklyn,Brooklyn,367,18~24,0.0
-73.95759582519531,40.717769622802734,-73.95142364501953,40.77523040771485,single,3.978155422358818,23,Sat,Brooklyn,Brooklyn,1409,18~24,10.16420122107292
-73.98896789550781,40.69193649291992,-74.00618743896483,40.719364166259766,two_or_more,2.0974805121176563,14,Sat,Brooklyn,Brooklyn,1104,12~18,6.839610365601053
-73.99279022216798,40.689903259277344,-74.00234985351561,40.68570327758789,single,0.5797524892691017,21,Sat,Brooklyn,Brooklyn,233,18~24,8.957549190423888
-73.95705413818358,40.66170501708984,-73.96710968017578,40.635528564453125,single,1.8819398262862683,13,Sat,Brooklyn,Brooklyn,984,12~18,6.885145705925372
-73.98782348632812,40.7005729675293,-73.98782348632812,40.7005729675293,single,0.0,21,Tue,Brooklyn,Brooklyn,364,18~24,0.0
-73.95352935791014,40.71081161499024,-73.99889373779298,40.68475341796875,single,2.9847850130647697,23,Fri,Brooklyn,Brooklyn,683,18~24,15.732395383650323
-73.95655059814453,40.71067810058594,-73.9338150024414,40.691753387451165,single,1.7693917236305037,23,Tue,Brooklyn,Brooklyn,475,18~24,13.410126747515395
-73.98234558105469,40.67823028564453,-73.97891998291014,40.753456115722656,two_or_more,5.1938694015999545,5,Mon,Brooklyn,Brooklyn,1195,0~6,15.646803218209067
-73.9757080078125,40.693389892578125,-73.98725128173827,40.69231796264648,single,0.6107608739902194,3,Sat,Brooklyn,Brooklyn,230,0~6,9.559735418977347
-73.95674133300781,40.71889877319336,-73.9521942138672,40.7117919921875,two_or_more,0.5454109427082899,3,Sun,Brooklyn,Brooklyn,441,0~6,4.452334226190122
-73.97805786132812,40.6850814819336,-73.96394348144531,40.682861328125,single,0.7570631860576582,23,Sun,Brooklyn,Brooklyn,624,18~24,4.367672227255721
-73.94161987304686,40.700698852539055,-73.92974090576173,40.70441818237305,two_or_more,0.6745360995064349,0,Fri,Brooklyn,Brooklyn,334,18~24,7.2704489767160645
-73.94786071777344,40.6694793701172,-73.97771453857422,40.68459701538086,single,1.8835604373111368,8,Sun,Brooklyn,Brooklyn,575,6~12,11.792726216208857
-73.98687744140625,40.6732177734375,-74.00690460205078,40.71052169799805,single,2.7806704694328523,14,Fri,Brooklyn,Brooklyn,1101,12~18,9.09211052675592
-73.99698638916014,40.6784782409668,-73.98462677001953,40.66926193237305,single,0.9088702152219816,23,Fri,Brooklyn,Brooklyn,614,18~24,5.328880740715202
-73.95877838134764,40.712749481201165,-73.98031616210938,40.660400390625,single,3.785199320719389,12,Sun,Brooklyn,Brooklyn,1379,6~12,9.881593585634374
-73.96720123291014,40.58233642578125,-73.95518493652342,40.58751678466797,single,0.7261909553136052,7,Wed,Brooklyn,Brooklyn,270,6~12,9.682546070848069
-73.97429656982422,40.68631362915039,-73.99662017822266,40.68780517578125,single,1.1770704597989767,2,Fri,Brooklyn,Brooklyn,683,0~6,6.204178118998999
-73.99179077148438,40.699981689453125,-73.98909759521484,40.70074081420898,single,0.1508211202468843,17,Wed,Brooklyn,Brooklyn,348,12~18,1.5602184853125962
-73.95661163330078,40.71892929077149,-73.91909790039062,40.71197891235352,two_or_more,2.027146103001059,4,Sun,Brooklyn,Brooklyn,811,0~6,8.998429063876463
-73.98368072509764,40.694778442382805,-73.99181365966798,40.72735977172852,single,2.288381879645996,10,Thu,Brooklyn,Brooklyn,1213,6~12,6.791570294085395
-73.95543670654298,40.70766067504882,-73.94213104248048,40.711158752441406,two_or_more,0.739175987608956,0,Fri,Brooklyn,Brooklyn,418,18~24,6.366108984191966
-73.95983123779298,40.710987091064446,-74.01051330566406,40.70314407348633,single,2.7157813091063887,18,Sat,Brooklyn,Brooklyn,1289,12~18,7.584804276790535
-73.94152069091797,40.70038604736328,-73.92249298095702,40.700984954833984,single,1.000093690116691,2,Thu,Brooklyn,Brooklyn,311,0~6,11.576647216784847
-73.99678039550781,40.6932487487793,-73.9365234375,40.7450065612793,single,4.771039353116709,8,Thu,Brooklyn,Brooklyn,1834,6~12,9.365180845812516
-73.96136474609375,40.71454620361328,-73.94175720214845,40.71841430664063,single,1.063484528557732,23,Thu,Brooklyn,Brooklyn,516,18~24,7.4196595015655715
-73.99284362792967,40.697578430175774,-73.98117065429686,40.70266342163086,single,0.7063255366634876,16,Sun,Brooklyn,Brooklyn,332,12~18,7.658951602375168
-73.9626693725586,40.71920776367188,-73.96427154541014,40.68001556396485,single,2.70565243815569,3,Fri,Brooklyn,Brooklyn,773,0~6,12.600709931902308
-73.95963287353516,40.71139526367188,-73.9767074584961,40.73904037475586,single,2.107673369373208,9,Tue,Brooklyn,Brooklyn,1129,6~12,6.720659105175863
-73.9692153930664,40.67670822143555,-73.98159790039062,40.664409637451165,single,1.0692943171602776,17,Mon,Brooklyn,Brooklyn,623,12~18,6.178907771712679
-73.95797729492188,40.71385955810546,-73.91483306884764,40.76398849487305,two_or_more,4.134302648508975,2,Sat,Brooklyn,Brooklyn,1252,0~6,11.887771193795775
-73.95664215087889,40.72092056274414,-73.95178985595702,40.71442794799805,two_or_more,0.5153718274545568,0,Sat,Brooklyn,Brooklyn,355,18~24,5.226305855877196
-73.9539794921875,40.689617156982415,-73.98881530761719,40.67033386230469,single,2.262572531621855,1,Thu,Brooklyn,Brooklyn,1044,0~6,7.8019742469719136
-73.98934173583984,40.69083786010742,-74.00408935546875,40.733028411865234,two_or_more,3.012463578743763,23,Fri,Brooklyn,Brooklyn,825,18~24,13.145295616336421
-73.9664764404297,40.68629837036133,-73.98736572265625,40.66398620605469,single,1.8906700156843408,0,Thu,Brooklyn,Brooklyn,86288,18~24,0.07888016939161444
-73.95184326171875,40.69509506225586,-73.92079162597656,40.68871688842773,single,1.6892290545996949,20,Sun,Brooklyn,Brooklyn,587,18~24,10.359837472843102
-73.99118041992188,40.671401977539055,-74.00511169433594,40.647438049316406,single,1.808349012728221,1,Sat,Brooklyn,Brooklyn,597,0~6,10.904617162180227
-74.00414276123048,40.65444946289063,-73.9861068725586,40.66930770874024,single,1.3961611035096753,3,Sun,Brooklyn,Brooklyn,443,0~6,11.345778719265985
-73.9930191040039,40.692909240722656,-73.98863220214844,40.70133209228516,single,0.6251930189549119,12,Sat,Brooklyn,Brooklyn,325,6~12,6.925214979192869
-73.9786605834961,40.68453598022461,-73.96908569335938,40.682125091552734,two_or_more,0.529753247278179,14,Mon,Brooklyn,Brooklyn,214,12~18,8.911736870100206
-73.98396301269531,40.69554138183594,-73.96765899658203,40.6836395263672,single,1.186500733796249,12,Sat,Brooklyn,Brooklyn,552,6~12,7.73804826388858
-73.9649887084961,40.62485122680664,-73.9603271484375,40.658878326416016,single,2.360667317017384,13,Fri,Brooklyn,Brooklyn,1769,12~18,4.80407141959445
-73.99958038330078,40.67937850952149,-73.97779846191406,40.67559051513672,single,1.173746475946364,14,Tue,Brooklyn,Brooklyn,441,12~18,9.58160388527644
